name,zip,title,specialties,price
Mindy L Feather,97215.0,"LicensedProfessionalCounselor,MA,LPC,RPT",  ChildorAdolescent   Anxiety   SexualAbuse  ,$70-$180
Nicci Ramsey,97220.0,"LicensedProfessionalCounselor,MA,LPC",  ChildorAdolescent   TraumaandPTSD   ADHD  ,$146-$225
Steph Bayne,97215.0,"Marriage&FamilyTherapist,LMFT,RDT",  TraumaandPTSD   Adoption   ChildorAdolescent  ,$100-$120
Silvia Gozzini,97215.0,"Marriage&FamilyTherapistIntern,MA,LMFTI",  RelationshipIssues   SexTherapy   Adoption  ,$90-$125
Nora Harrington,97215.0,"Marriage&FamilyTherapistIntern,LMFTA",  RelationshipIssues   TraumaandPTSD   SexTherapy  ,$100-$150
Garren Loescher,97215.0,MA, ,$140-$175
Megan Elizabeth Irving,97215.0,"LicensedProfessionalCounselor,LPC,MA",  Grief   BehavioralIssues   RelationshipIssues  ,$120-$150
Destry Stoner,97215.0,"LicensedProfessionalCounselor,MS,LPC,CADCIII",  TraumaandPTSD   Anxiety   Depression  ,$150-$200
Nikki Humes,97215.0,"Marriage&FamilyTherapist,LMFT",  RelationshipIssues   SelfEsteem   Spirituality  ,PayBy:
Malia Graves,97215.0,"Marriage&FamilyTherapistIntern,MA,LMFTi",  RelationshipIssues   Anxiety   LifeTransitions  ,$80+
Lauren Barthelemy,97215.0,"LicensedProfessionalCounselor,LPC","  Pregnancy,Prenatal,Postpartum   TraumaandPTSD  ",PayBy:
Cara Zeisloft,97215.0,"ClinicalSocialWork/Therapist,LCSW",  RelationshipIssues   Depression   Anxiety  ,$150-$180
Brad Creel,97215.0,"Pre-LicensedProfessional,MA",  Anxiety   LifeTransitions   TraumaandPTSD  ,$100-$120
James Reling,97215.0,"LPCIntern,MS,NCC,CRC",  ChronicIllness   LifeTransitions   RelationshipIssues  ,$100
Jessica Barnese,97215.0,"LPCIntern,MA,LPCI,LMT",  RelationshipIssues   SelfEsteem   Women'sIssues  ,$100-$140
Cole Prophet,97215.0,"LPCIntern,LPCI",  RacialIdentity   Transgender   TraumaandPTSD  ,$100-$200
Evan Marx,97215.0,"LPCIntern,MA,LPCI",  Men'sIssues   Anxiety   TraumaandPTSD  ,$90-$110
Eliot Altschul,97215.0,"Psychologist,PhD",  Gay   Anxiety   Men'sIssues  ,$150-$180
Lesley A Feingold,97215.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Grief   ChildorAdolescent  ,$90-$140
Anna Hawkins,97215.0,"Marriage&FamilyTherapist,MA,MFT",  RelationshipIssues   Anxiety   SelfEsteem  ,$130-$150
Michal Marie Pancheau,97215.0,"LicensedProfessionalCounselor,MA,LPC,NCC",  RelationshipIssues   Spirituality   LifeCoaching  ,$120+
Rachel Raphael,97215.0,"LicensedProfessionalCounselor,MS,LPC,MFT",  RelationshipIssues   Infidelity   Divorce  ,$150-$250
Benjamin Skolnik,97215.0,"Psychologist,PsyD",  Anxiety   Depression   RelationshipIssues  ,$135
"Sarah Sterling, Mindfulness-Based Counseling",97215.0,"LicensedProfessionalCounselor,MA,LPC,LMHC",  MaritalandPremarital   Anxiety   Depression  ,$125-$170
Kristine Nystrom,97215.0,"LicensedProfessionalCounselor,MA,LPC,LMHC",  TraumaandPTSD   EmotionalDisturbance   RelationshipIssues  ,$50-$180
Michele Lee Ballering,97232.0,"Psychologist,PhD","  ChronicPain   disabilityadjustment,cancer   Depression  ",$130-$160
Priscilla Klockner,97232.0,"LPCIntern,MA",  ChildorAdolescent   Parenting   Asperger'sSyndrome  ,$70-$90
Alicia Ankenman,97703.0,"LicensedProfessionalCounselor,LPC,CADC,SEP",  TraumaandPTSD   Addiction   ChronicPain  ,Upto$185
Shira Avigal,97219.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Depression   TraumaandPTSD  ,$145
Lucius Wheeler,97520.0,"Pre-LicensedProfessional,MA",  Depression   Anxiety   Men'sIssues  ,$90+
Michelle Krummenacker,97015.0,"ClinicalSocialWork/Therapist,LCSW",  SleeporInsomnia   Anxiety   Depression  ,PayBy:
Emalee Assenberg,97232.0,"LicensedProfessionalCounselor,MS,NCC",  MaritalandPremarital   Anxiety   Depression  ,$100-$150
Lucian M Schloss,97321.0,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   Anxiety   Depression  ,$100-$160
Benjamin Knowlton,97232.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety   AngerManagement  ,AcceptedInsurancePlans
Jenna Washburn,97222.0,"LPCIntern,MA", ,$70-$130
Jonah Ray Berger,97239.0,"Drug&AlcoholCounselor,CADC-II",  Addiction   Codependency   Men'sIssues  ,$90-$130
Floral Healing Therapy,97124.0,"LicensedProfessionalCounselor,LPC,CADC-I,LMHC,SUDP",  Depression   Anxiety   SelfEsteem  ,$125-$175
Jacky Gomez,97215.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  Anxiety   Depression   CopingSkills  ,$100-$160
Ray MacDonald,97215.0,"ClinicalSocialWork/Therapist,LCSW",  RelationshipIssues   Depression   SelfEsteem  ,$120+
Laura J Knechtges,97215.0,"LicensedProfessionalCounselor,LPC",  TraumaandPTSD   Anxiety   Depression  ,$170-$200
Kaden Winterkorn,97215.0,MEd,  Transgender   LifeTransitions   PeerRelationships  ,$70-$100
Central Oregon Family Therapy,97215.0,"Marriage&FamilyTherapistAssociate,BS,QMHA",  MaritalandPremarital   Gay   RelationshipIssues  ,$40
Jacob Curtis Counseling,97215.0,"LicensedProfessionalCounselor,MA,CADCI,NCC,LPC",  TraumaandPTSD   Anxiety   Depression  ,Upto$145
Amy Greenfield,97232.0,"Marriage&FamilyTherapist,LMFT",  MaritalandPremarital   Women'sIssues   Anxiety  ,$120-$140
Erin Davis,97223.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Spirituality   Parenting  ,$120-$180
Kurt Rieck,97216.0,"ClinicalSocialWork/Therapist,LCSW",  ChildorAdolescent   BehavioralIssues   ThinkingDisorders  ,SlidingScale:Yes
LeAnna Mill,97216.0,"LPCIntern,MALPC",  DomesticAbuse   Anxiety   Depression  ,$40-$100
William E Bond,97216.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   TraumaandPTSD  ,AcceptedInsurancePlans
Samantha Auclair,97216.0,"LPCIntern,MS,CRC,NCC,LMHCA",  TraumaandPTSD   Grief   ChronicIllness  ,Upto$95
Kristine Born,97216.0,"Marriage&FamilyTherapistIntern,MA,MFT",  MaritalandPremarital   FamilyConflict   ChronicIllness  ,$85-$130
Alan Waiczis,97216.0,"LicensedProfessionalCounselor,LPC",  RelationshipIssues   Anxiety   DualDiagnosis  ,$60-$150
Kara Busse,97216.0,"ClinicalSocialWork/Therapist,LCSW","  Pregnancy,Prenatal,Postpartum   ChildorAdolescent   RacialIdentity  ",$50-$200
"Mindfulness Therapy Service, LLC.",97216.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   TraumaandPTSD  ,$120
Tony Grace,97216.0,"LicensedProfessionalCounselor,MA,CT,LPC",  TraumaandPTSD   Anxiety   Depression  ,$100-$180
Emily Schwartz-Dale,97216.0,"Marriage&FamilyTherapist,LMFT",  ChildorAdolescent   Parenting   Women'sIssues  ,$90-$120
Relationship specialists,40601.0,MA,  RelationshipIssues   SexualAddiction   SexTherapy  ,$50-$140
Ashlea Tenner,97223.0,"LicensedProfessionalCounselor,LPC,CADC-I",  Anxiety   Addiction   LGBTQIA+Affirming  ,AcceptedInsurancePlans
Kara Busse,97216.0,"ClinicalSocialWork/Therapist,LCSW","  Pregnancy,Prenatal,Postpartum   RacialIdentity   Women'sIssues  ",$100-$200
Polly Burton,97216.0,"LicensedProfessionalCounselor,LPC",  ChildorAdolescent   TraumaandPTSD   Parenting  ,$50-$200
"Lindsey Nelson, PsyD, LLC",97078.0,"Psychologist,PsyD",  TraumaandPTSD   EatingDisorders   SubstanceUse  ,Upto$250
Scott Christie,97217.0,"Marriage&FamilyTherapist,PhD,LMFT,LMHC,CADCIII",  RelationshipIssues   Addiction   Men'sIssues  ,$70-$180
Yael Kievsky,97217.0,"Marriage&FamilyTherapistIntern,MA",  Depression   Anxiety   TraumaandPTSD  ,$90-$120
Maren Aspaas,97217.0,"MA,MDiv",  Spirituality   LifeCoaching   CopingSkills  ,$85+
Achieve Medical Center,97217.0,MD,  Anxiety   Depression   MedicationManagement  ,PayBy:
Olivia Torres Sprauer,97217.0,"Psychologist,PsyD",  MoodDisorders   TraumaandPTSD   RelationshipIssues  ,$70-$170
Cherrie Padua,97217.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Depression   SelfEsteem  ,$100-$150
Stephanie Podasca,97217.0,"LPCIntern,MA",  TraumaandPTSD   Anxiety   Addiction  ,Upto$110
"Value Creation Counseling PDX, LLC",97217.0,"Counselor,QMHP,CADClll",  Spirituality   Addiction   Men'sIssues  ,Upto$150
Rob Rusunen,97217.0,"LPCIntern,MA,QMHP",  Depression   Anxiety   TraumaandPTSD  ,$50-$85
Catherine Dean Woods,97217.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  TraumaandPTSD   Anxiety   RelationshipIssues  ,$75-$100
Darla Harrison,97217.0,"LicensedProfessionalCounselor,MA,LPC",  Women'sIssues   Anxiety   Depression  ,$125-$180
Elizabeth Jo Nelson,97217.0,"LPCIntern,ATR-BC,LCAT",  ChildorAdolescent   Depression   Anxiety  ,$35-$100
NOCD- Therapists for OCD,97217.0,"Psychologist,PhD",  Obsessive-Compulsive(OCD)   Anxiety   Depression  ,$50-$150
Erica Weber,97217.0,"ClinicalSocialWork/Therapist,LCSW",  ChildorAdolescent   Anxiety   FamilyConflict  ,$110
Kim Conrow,97217.0,"LicensedProfessionalCounselor,LPC,CADC,I",  EatingDisorders   Anxiety   TraumaandPTSD  ,$110
Claire Bemis,98660.0,"ClinicalSocialWork/Therapist,MSW,LCSW,LICSW","  Pregnancy,Prenatal,Postpartum   Parenting   Anxiety  ",$120-$180
Gina Kanagawa Schwartz,98663.0,"Marriage&FamilyTherapist,LMFT,ATR",  ChildorAdolescent   Parenting   Anxiety  ,$75-$180
"Nancy Warren, MA LMHC",98660.0,"Counselor,MA,LMHC",  ElderlyPersonsDisorders   Depression   Grief  ,$75-$100
Roberta Dianne,98661.0,"Counselor,MC,LMHC",  RelationshipIssues   Grief   Divorce  ,$120-$140
Rob Fasman,98665.0,"Psychologist,PhD",  Anxiety   Depression   RelationshipIssues  ,$60-$230
Janine DeBacker,98660.0,"Counselor,MA,LMHC",  Grief   Codependency   Anxiety  ,$80+
Kathy Shenk,98663.0,"Marriage&FamilyTherapist,MA,LMFT,LMHC,CCATP,CGE",  RelationshipIssues   FamilyConflict   LifeTransitions  ,Upto$100
Jeremy Honsowetz,98663.0,"Counselor,MA,LMHC,DBTC",  Anxiety   CopingSkills   TraumaandPTSD  ,$100-$150
Ronald Lee Johnson,97227.0,"LicensedProfessionalCounselor,LPC,CADC,CYT",  Addiction   Anxiety   AngerManagement  ,$65-$90
Skylar T Tharp,98662.0,"Psychologist,PsyD",  TraumaandPTSD   LifeTransitions   RelationshipIssues  ,SlidingScale:Yes
Maria D. Beltran,98663.0,"Counselor,MA,LMFT,LMHC,C-DBT,CMHIMP",  Anxiety   RelationshipIssues   Stress  ,SlidingScale:Yes
Heather Powell,97309.0,"LicensedProfessionalCounselor,MA,LPC",  Grief   ChronicPain   Depression  ,$120-$150
Olivia Resnick,98683.0,"ClinicalSocialWork/Therapist,LICSW","  Pregnancy,Prenatal,Postpartum   Parenting   Women'sIssues  ",$130-$190
Teresa Zahariades,97227.0,"ClinicalSocialWork/Therapist,LCSW",  LifeTransitions   Anxiety   Grief  ,$100-$160
Chineze J Martinez,33156.0,"LicensedProfessionalCounselor,LMHC,CAP",  Addiction   BipolarDisorder   BehavioralIssues  ,Upto$150
Christa (Christine) E Hines,97217.0,"ClinicalSocialWork/Therapist,LCSW,CADCII,TREcer",  TraumaandPTSD   ChronicPain   Addiction  ,$160-$210
Vanessa Lee Counseling,97217.0,"LPCIntern,MA,LPCI",  LifeTransitions   Grief   MoodDisorders  ,$65+
Matt Allen Johnston,97217.0,"LicensedProfessionalCounselor,LPC,CADCII",  DomesticViolence   RelationshipIssues   Men'sIssues  ,$130-$140
Myriah Sierra,97217.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   LifeTransitions  ,$90-$150
Chelsea S Bates,98660.0,"Marriage&FamilyTherapist,PhD,LMFT",  FamilyConflict   RelationshipIssues   Anxiety  ,$150-$170
Sara Graves,97123.0,"LicensedProfessionalCounselor,MA,LPC",  MoodDisorders   LifeTransitions   RelationshipIssues  ,$125+
Sabrina Sheehy,98660.0,"ClinicalSocialWork/Therapist,LCSW,MSW","  Pregnancy,Prenatal,Postpartum   Adoption   Anxiety  ",$120-$150
Keina Ritenburgh,98663.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Stress   Depression  ,$80-$150
Jason Loverti,98660.0,"ClinicalSocialWork/Therapist,LICSW,LCSW",  Depression   Anxiety   TraumaandPTSD  ,$165-$185
Matthew Hicks,97218.0,"ND,MS",  MoodDisorders   MedicationManagement   ADHD  ,$170-$380
Morgan Looney,97218.0,"LicensedProfessionalCounselor,LPC",  Transgender   TraumaandPTSD   ChildorAdolescent  ,AcceptedInsurancePlans
Erin Harrell,97218.0,"LPCIntern,MA",  Depression   ChronicIllness   LifeTransitions  ,$80-$150
Carin Lee Cunningham,97218.0,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   Depression   Transgender  ,SlidingScale:Yes
Noah M Carolan,97232.0,"Marriage&FamilyTherapist,LMFT",  TraumaandPTSD   Anxiety   Depression  ,$150
Robyn Moore-Sullivan,98684.0,"Counselor,MA,LMHC",  Infidelity   TraumaandPTSD   ChronicIllness  ,$125-$140
Angie Tanyi,97219.0,"LicensedProfessionalCounselor,LPC,MPH",  Women'sIssues   RelationshipIssues   LifeTransitions  ,$99-$150
Jason Ribner,97219.0,"Psychologist,PsyD",  Men'sIssues   Parenting   CopingSkills  ,$175+
"MyPDXLifeCoach, Inc.",97219.0,"Counselor,MA",  LifeCoaching   RelationshipIssues   MaritalandPremarital  ,$100-$130
Mary McGill,97219.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   RelationshipIssues   Grief  ,$110-$150
Samuel Salamon,97219.0,"Psychologist,PsyD",  Depression   Anxiety   RelationshipIssues  ,PayBy:
Anna Marti,97219.0,,  SexTherapy   RelationshipIssues   Spirituality  ,$80-$300
Sarah K King,97219.0,"ClinicalSocialWork/Therapist,LCSW",  BehavioralIssues   ChildorAdolescent   SexualAddiction  ,$105-$135
Brandie Lynne Imperial,97219.0,"ClinicalSocialWork/Therapist,LCSW,CADCI",  TraumaandPTSD   Addiction   BehavioralIssues  ,$80-$140
Louise Gordon,97219.0,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   Anxiety   SexualAbuse  ,$100-$125
Elizabeth Fisher,97219.0,"Marriage&FamilyTherapist,MA,LMFT,PhD",  TraumaandPTSD   Depression   Anxiety  ,$135-$250
Julie Brockman,97219.0,"ClinicalSocialWork/Therapist,LCSW",  Spirituality   Healingbody-minddisconnect   RelationshipIssues  ,$110+
Aliah Dolan,97219.0,"Marriage&FamilyTherapist,MS,LMFT",  RelationshipIssues   Anxiety   Parenting  ,$155-$175
Danielle Ropp,97219.0,"ClinicalSocialWork/Therapist,LPN,MSW,CSWA",  LifeTransitions   RelationshipIssues   Anxiety  ,$100-$145
Anya Nicole Hicks,97219.0,Pre-LicensedProfessional,  Grief   Anxiety   Depression  ,$20-$50
Kate Shaw,97219.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   TraumaandPTSD  ,$140
Lindsay Dec,97219.0,"MentalHealthCounselor,MS,LPC",  Anxiety   RelationshipIssues   SleeporInsomnia  ,$100-$140
Liz Crabtree,97219.0,"ClinicalSocialWork/Therapist,LCSW",  EmotionalDisturbance   TraumaandPTSD   FamilyConflict  ,$140+
Samuel Lustgarten,97219.0,"Psychologist,PhD,HSP",  Men'sIssues   Grief   RelationshipIssues  ,PayBy:
Coach4Parents,97219.0,MA,  Parenting   FamilyConflict   SchoolIssues  ,$80-$120
Christine Yoshida Counseling,97219.0,"Counselor,MS,NCC,LMHC,LPC,NBPT",  EatingDisorders   Anxiety   IntuitiveEating  ,$120-$160
Cameron Kemper,97219.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Depression   RelationshipIssues  ,$80-$150
Jessica N Thomas,97219.0,"Marriage&FamilyTherapist,PhD,LMFT",  Grief   Anxiety   FamilyConflict  ,$120-$160
Sprout Therapy PDX,97219.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   RelationshipIssues   Depression  ,$80-$175
Elizabeth Hawkins,98136.0,"Psychologist,PhD,MPH",  Anxiety   Parenting   ChildorAdolescent  ,$200-$250
Caroline Gearing,98660.0,"Marriage&FamilyTherapist,MA,LMFT",  RelationshipIssues   SexualAddiction   Addiction  ,$90-$100
Grace Clinic Christian Counseling,97062.0,"LicensedProfessionalCounselor,MA,MDiv,LMHC,LMFT,LPC",  RelationshipIssues   TraumaandPTSD   Spirituality  ,$210-$240
David A Anderson,97068.0,"LicensedProfessionalCounselor,MA,LPC,NCC", ,$95-$125
Henri M. Shields-Lucero,97031.0,"ClinicalSocialWork/Therapist,LCSW,CADCIII",  Addiction   Anxiety   Depression  ,$125-$175
Xiomara Raquel Sanchez,97223.0,"ClinicalSocialWork/Therapist,LCSW",  ChildorAdolescent   TraumaandPTSD   SexualAbuse  ,SlidingScale:Yes
Justin James Johannson,97302.0,"LPCIntern,MS,CRC,LPC-Int",  Anxiety   Depression   Parenting  ,$90-$100
Rose City Therapeutics,97062.0,"Pre-LicensedProfessional,PhD",  Autism   ADHD   Anxiety  ,WeDONOTacceptinsurancesincemostinsuranceplansdonotcoverneurofeedback(a.k.a.EEGbiofeedback.
Dan Rothenberg,97239.0,"ClinicalSocialWork/Therapist,LCSW",  ChildorAdolescent   Anxiety   Depression  ,AcceptedInsurancePlans
Karla Wolf,97239.0,"LicensedProfessionalCounselor,LPC", ,$130-$150
Alexander Deussen,97223.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   SelfEsteem  ,$70-$100
Kristina Barnett,97223.0,Marriage&FamilyTherapistIntern,  RelationshipIssues   TraumaandPTSD   Anxiety  ,$40-$60
Nate Lindsay,97223.0,"ClinicalSocialWork/Therapist,LCSW",  ADHD   LifeCoaching   RelationshipIssues  ,$200
Jed Smith,97221.0,Pre-LicensedProfessional,  RelationshipIssues   FamilyConflict   TraumaandPTSD  ,$30-$40
Willamette Wellness Center,97045.0,"LicensedProfessionalCounselor,MA,LPC,NCC",  TraumaandPTSD   EatingDisorders   SexTherapy  ,$100-$150
Ginny Christian,97219.0,"LicensedProfessionalCounselor,MA,LPC",  LifeTransitions   Depression   TraumaandPTSD  ,$140+
Vivian Coles,97219.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   TraumaandPTSD   SelfEsteem  ,$100-$140
Allison Hajdu-Paulen,97219.0,"ClinicalSocialWork/Therapist,LCSW",  CopingSkills   LifeTransitions   Spirituality  ,$100-$150
John K Anderson,97219.0,"ClinicalSocialWork/Therapist,LCSW,CADCIII",  DualDiagnosis   Addiction   RacialIdentity  ,$75-$175
Sarah Jacqueline Miller,97219.0,"LPCIntern,BA",  Depression   Anxiety   SelfEsteem  ,$30-$50
"Quiet Mind Counseling Services, LLC",97219.0,"LicensedProfessionalCounselor,LPC,CCSOT",  Anxiety   Depression   CopingSkills  ,$130-$180
Robert Gitelson,97219.0,"ClinicalSocialWork/Therapist,LCSW",  ADHD   Parenting   Anxiety  ,$135-$150
Pamela Shavaun Scott,97219.0,"Marriage&FamilyTherapist,MA,MFT",  Depression   Anxiety   Stress  ,$130-$150
Daniel Maher,97227.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  RelationshipIssues   TraumaandPTSD   Depression  ,$150-$200
Laura Baker Sander,97229.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   ChildorAdolescent   Parenting  ,$60-$120
Josh Clark,97239.0,"Psychologist,PhD",  TraumaandPTSD   Depression   SexualAbuse  ,$180-$195
Sarabeth Casey,97225.0,"LicensedProfessionalCounselor,LPC",  ChildorAdolescent   SelfEsteem   Anxiety  ,$120-$150
Amy E Pratt,97223.0,"LPCIntern,MA",  TraumaandPTSD   MoodDisorders   RelationshipIssues  ,$45-$115
Melissa McDonald,97223.0,"Counselor,LMHC,LPC-I",  LifeTransitions   Grief   Anxiety  ,$130-$160
Kierstin Leigh Oliver,97220.0,"LicensedProfessionalCounselor,MS,LCPC,LPC",  Anxiety   Women'sIssues   RelationshipIssues  ,$50-$125
Elizabeth Martin,97220.0,"OccupationalTherapist,OTD,MHA,OTR/L,QMHP-R",  TraumaticBrainInjury   ChronicIllness   LifeTransitions  ,$125-$150
Holly Block,97220.0,"LPCIntern,MA,NCC",  ChildorAdolescent   Parenting   LifeTransitions  ,$90-$120
Barbara Hafdahl,97230.0,"LicensedProfessionalCounselor,MA,MFT,LPC,LMHC",  RelationshipIssues   Women'sIssues   SelfEsteem  ,$50-$130
Linnea G. Van Kirk,92253.0,"Marriage&FamilyTherapist,LMFT",  TraumaandPTSD   Anxiety   FamilyConflict  ,$140+
Michelle Moore,98684.0,"Counselor,MA,LMHCA",  Anxiety   TraumaandPTSD   Spirituality  ,$150
Lisa Talvitie,98684.0,"Counselor,MA,LMHC",  Grief   FamilyConflict   Divorce  ,$115-$150
A New Life Christian Counselors,98684.0,"Counselor,LMHC,LPC",  RelationshipIssues   AngerManagement   SexualAddiction  ,$120
Renee Thompson,98684.0,"Counselor,MA,LMHCA,CPC",  TraumaandPTSD   Parenting   MoodDisorders  ,$100+
Alternative Behavioral Therapy,98684.0,"Counselor,MA,LMHC,BCN",  ADHD   LearningDisabilities   OppositionalDefiance  ,$100-$150
Esther Pfeiffer,98684.0,"Counselor,MA,LMHCA",  Grief   Depression   SelfEsteem  ,$160
Janet Pinneau,91325.0,"Marriage&FamilyTherapist,MS,MA,LMFT",  SexualAbuse   TraumaandPTSD   Anxiety  ,$190-$250
Nicole McBride,98684.0,"Marriage&FamilyTherapistAssociate,LMFTA", ,$90-$110
Nancy M Gordon,92160.0,"ClinicalSocialWork/Therapist,LCSW,CLC",  Grief   ChronicIllness   LifeCoaching  ,$175-$200
Julie Archer,98663.0,"Counselor,MS,NCC,LMHCA",  LifeTransitions   ChronicIllness   DomesticViolence  ,$70-$180
New Pattern Counseling,97030.0,"LicensedProfessionalCounselor,LPC,CADC,II,MA",  Addiction   Gay   Spirituality  ,$40-$125
Kathy Zimmerman,97230.0,"LicensedProfessionalCounselor,MA,LPC,LMHC,NCC",  TraumaandPTSD   Grief   LifeTransitions  ,$70-$140
Harini Sukumaran,97221.0,"Marriage&FamilyTherapist,MA,LMFT",  ChildorAdolescent   Parenting   Women'sIssues  ,$175-$250
David Kremmel,97221.0,Pre-LicensedProfessional,  RelationshipIssues   FamilyConflict   LifeTransitions  ,$30-$40
Skyler A Johnston,97221.0,"LicensedProfessionalCounselor,LPC,MA,QMHP",  Anxiety   Depression   LifeTransitions  ,$70-$100
Pacific Counseling and Neurotherapies,97221.0,"LicensedProfessionalCounselor,MA,LPC",  ChronicIllness   DomesticAbuse   ChildorAdolescent  ,$135-$165
Meg Molony,97221.0,"Marriage&FamilyTherapist,MA,LMFT",  ChildorAdolescent   Anxiety   Depression  ,$100-$125
Nancy N Almquist,97221.0,Pre-LicensedProfessional,  Anxiety   Grief   LifeTransitions  ,$30-$40
Brooke Kaufman,97221.0,"Marriage&FamilyTherapistIntern,MA,AMFT",  Spirituality   Anxiety   TraumaandPTSD  ,$100-$120
Katia Duncan,97221.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  ChildorAdolescent   Anxiety   ADHD  ,$120+
Corri Hager,97221.0,"Marriage&FamilyTherapistIntern,MA,LMFTA",  SelfEsteem   EmotionalDisturbance   Anxiety  ,Upto$150
Shari Davison,97221.0,"Marriage&FamilyTherapist,MA,LMFT",  TraumaandPTSD   MaritalandPremarital   FamilyConflict  ,$120-$160
Michelle E Shelton,97221.0,"Marriage&FamilyTherapistIntern,EdD,MA",  Stress   Anxiety   RelationshipIssues  ,$85-$120
Julie Kirchner,97221.0,Marriage&FamilyTherapistIntern,  Anxiety   RelationshipIssues   ChildorAdolescent  ,$100-$120
Jordyn Griffin,97221.0,"LPCIntern,LPC-I,MA,#R6890",  EatingDisorders   Anxiety   SelfEsteem  ,$100-$120
Hannah Bittner,,Pre-LicensedProfessional,  MaritalandPremarital   RelationshipIssues   LifeTransitions  ,$30-$50
Samantha (Sam) Wolf,97221.0,Pre-LicensedProfessional,  Anxiety   ChildorAdolescent   FamilyConflict  ,$30-$40
Tracy Ann Murdza,97221.0,Pre-LicensedProfessional,  Anxiety   ChildorAdolescent   MaritalandPremarital  ,$30-$40
Andrea J Tyler,97221.0,"LicensedProfessionalCounselor,LPC,CADCIII",  BorderlinePersonality   TraumaandPTSD   EatingDisorders  ,SlidingScale:Yes
Andrew Drwenski,97221.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   RelationshipIssues   Anxiety  ,$130-$145
Conner Counseling and Consulting,98663.0,"ClinicalSocialWork/Therapist,MSW,DCSW,LICSW,LMHC,CMHS",  ChildorAdolescent   Women'sIssues   FamilyConflict  ,PayBy:
Marisela Van Sickle,97223.0,"ClinicalSocialWork/Therapist,LCSW",  FamilyConflict   ChildorAdolescent   Parenting  ,$140-$185
Megan Coggins,97015.0,"LicensedProfessionalCounselor,LPC,MA","  MaritalandPremarital   Anxiety   Pregnancy,Prenatal,Postpartum  ",$125+
Aimee Pomerleau,95073.0,"Marriage&FamilyTherapist,MA,LMFT",  RelationshipIssues   Anxiety   TraumaandPTSD  ,$140-$160
Angee Gilchrist-Stewart,97267.0,"LicensedProfessionalCounselor,MA,LPC,NCC",  Obsessive-Compulsive(OCD)   Anxiety   LifeCoaching  ,$50-$150
Ramona Roberts,97223.0,"LicensedProfessionalCounselor,LPC,NCC",  RelationshipIssues   Anxiety   LifeTransitions  ,$130-$155
Steve Baker,63109.0,"LicensedProfessionalCounselor,MA,LPC,CAC",  Addiction   TraumaandPTSD   DualDiagnosis  ,$75-$130
Benjamin Cook,97225.0,"LicensedProfessionalCounselor,MS,LMHC,LPC",  TraumaandPTSD   Men'sIssues   RelationshipIssues  ,$150-$250
Raquel Menocal,33618.0,"Marriage&FamilyTherapist,MS,LMFT",  Anxiety   Depression   RelationshipIssues  ,$79-$119
Jacklin Tino,97221.0,"ArtTherapist,MA,ATR-BC,LPC,CAT",  Anxiety   Depression   Stress  ,$100-$160
Jacqueline Zebrowski,97221.0,"Marriage&FamilyTherapist,MA,LMFT",  RelationshipIssues   MoodDisorders   FamilyConflict  ,$140-$160
Allison Batty-Capps,97227.0,"Marriage&FamilyTherapist,MA,LMFT",  Stress   Anxiety   Spirituality  ,$150-$200
Michelle Elizabeth Montgomery,97222.0,"Pre-LicensedProfessional,MSW,CSWA",  Anxiety   Depression   TraumaandPTSD  ,$80-$130
Steven Ruiz Bettencourt,97222.0,"LicensedProfessionalCounselor,PsyD,LPC,CHT,EMDR",  AngerManagement   FamilyConflict   Anxiety  ,$150
Jeffrey Meuser,97222.0,"LPCIntern,LPCI",  SexualAbuse   TraumaandPTSD   Anxiety  ,$110+
Dmitri Dosamantes,97222.0,"Marriage&FamilyTherapist,MA,LMFT",  Transgender   Depression   FamilyConflict  ,$110-$170
Mary Cosentino-Cathey,97222.0,"ClinicalSocialWork/Therapist,LCSW",  MoodDisorders   LifeTransitions   RelationshipIssues  ,$70-$120
